id,price,avg_bill,middle_avg_bill,middle_coffee_cup
5c774696a629a70fe87e2d56bb5be714,,Средний счёт:1050–1150 ₽,1100.0,
56e06f8ab597bde5626bd95c2d704dce,,Средний счёт:от 250 ₽,250.0,
de6d42116dd735dcb2541a8a72b0228e,средние,Средний счёт:750–850 ₽,800.0,
c0e8edffb61e5c081779d135e3eaf861,выше среднего,Средний счёт:1200–1300 ₽,1250.0,
f1e1bf392c9117b53c82d2bfae7e52e5,,Средний счёт:1200–1300 ₽,1250.0,
039b6b62fd46ddc55b7ef3cdfe204069,средние,Цена чашки капучино:134–164 ₽,,149.0
50e3d2495a16f000a2c76432ed22af7f,выше среднего,Средний счёт:2000–2100 ₽,2050.0,
cf921b218a13856829f13964935830c8,средние,Средний счёт:от 1050 ₽,1050.0,
d3279ee527f4e32f0ccab6e0a9d71429,ниже среднего,Средний счёт:450–550 ₽,500.0,
0dbe2b0de53a2fc07564ac4cba55af9d,,Средний счёт:650–750 ₽,700.0,
501f30aff22fa0a6639a005f23b526a2,,Средний счёт:1250–1350 ₽,1300.0,
ba00b19b7d44060b810b5e205cb51da2,средние,Средний счёт:1050–1150 ₽,1100.0,
a88d4b6d671a5f248e6c7ce01b0726a0,низкие,Средний счёт:350–450 ₽,400.0,
38117df329aeaf96d38f572b62bd5939,ниже среднего,Средний счёт:450–550 ₽,500.0,
6710001e5e071d7bfa243c4d2850fd9b,выше среднего,Средний счёт:от 550 ₽,550.0,
6011113ae4a55257df0f2b347d9623ee,высокие,Средний счёт:1650–1750 ₽,1700.0,
bbc7be5ee28beaf961cc6d8a12c97b8a,выше среднего,Средний счёт:550–650 ₽,600.0,
91bf356468df73cd7ef0850f82701689,выше среднего,Цена чашки капучино:83–113 ₽,,98.0
049fd74f5dd64aa0cb9ba1b704d4ca0b,средние,Цена чашки капучино:220–250 ₽,,235.0
8d1b1a4fa3f29e88c9203e5b1280c1f5,выше среднего,,,
46172cecc605b9be556ecdfe06f2bdd8,средние,Средний счёт:1350–1450 ₽,1400.0,
5a711c58b7ae064f67b6e4c406605882,,Средний счёт:от 1000 ₽,1000.0,
6752a4c4fdfb04f1ed392a033ede02fc,средние,Средний счёт:от 900 ₽,900.0,
287d6f58d7af02486f72e9ee4df9d296,средние,Средний счёт:550–650 ₽,600.0,
f201983c9b262c66902b0b0c5bbfb588,высокие,Средний счёт:2400–2500 ₽,2450.0,
3d50f317596fcdc2a8712b49ba0081a1,средние,Цена чашки капучино:129–159 ₽,,144.0
07ebbd9b923f874441076b361e36cfa6,ниже среднего,Средний счёт:650–750 ₽,700.0,
d4c44cb542835ef648e7c5817bdee26e,низкие,Средний счёт:850–950 ₽,900.0,
3a41d7f9de5591d666a9f8df0116bc51,ниже среднего,Средний счёт:от 600 ₽,600.0,
12f14220ba8b85cf52e3698dd0949d57,средние,Средний счёт:1350–1450 ₽,1400.0,
1646c7e866c8d8e0a587566a5cf7e38f,,Цена чашки капучино:184–214 ₽,,199.0
06f6c9340ab71a9297aa3d95cdeacde1,средние,,,
69214d0675e652a0d36d2a80ce150ee0,,Средний счёт:950–1050 ₽,1000.0,
16a8372a8e546b67681bc378a275bdef,,Средний счёт:400–500 ₽,450.0,
6a02baa5b0b82e285562114cb85cc0b7,,Средний счёт:400–500 ₽,450.0,
439b4b8d659f53ffaca3cc2fc160be17,средние,Средний счёт:от 1350 ₽,1350.0,
54aff1160ee502aa5a5a1598c661c032,выше среднего,Средний счёт:950–1050 ₽,1000.0,
dd3a870e79391faadccda80e63fd8bbd,средние,Средний счёт:1500–1600 ₽,1550.0,
78d03993590ca6dd1f9ee5d6addb8f24,,Средний счёт:от 900 ₽,900.0,
e6afcc673a0ea9e4b2176ffd5649b617,ниже среднего,Средний счёт:850–950 ₽,900.0,
37acfaf930350a6e11d8cfc73157b77c,выше среднего,,,
ddac8aef2ea1ecc2c309fb015d820fb7,средние,Цена чашки капучино:92–122 ₽,,107.0
03283a17cc0508cd3c051d92510fb19f,средние,Средний счёт:1750–1850 ₽,1800.0,
97fedeac1fad65712aa8447e45c09c75,,Средний счёт:500–600 ₽,550.0,
664e3a1f806a87ef35735b4647ad2131,средние,Средний счёт:550–650 ₽,600.0,
2fc8ce17b11f3558b85c57d6e0655eae,,Средний счёт:от 1000 ₽,1000.0,
38bb051302e8c828611fbc94b71d1cd1,ниже среднего,Цена чашки капучино:128–158 ₽,,143.0
09743f3296c0ef6c80da75232197453f,средние,Цена чашки капучино:185–215 ₽,,200.0
d9820dec862d36218f18cdc870d03521,ниже среднего,Средний счёт:от 550 ₽,550.0,
32dbf666286578f3819e80e57de3fe26,,,,
bd0c734384b84709e9f78ae7ef726a3f,выше среднего,Средний счёт:1150–1250 ₽,1200.0,
d453ed6cfe7e04bf477152dddb6cc823,средние,Средний счёт:от 2100 ₽,2100.0,
b65daf0b8568d0d4eaaff184bb819015,,Средний счёт:от 850 ₽,850.0,
d8ccff11d6f84c2e8e64ad5adfb3e507,средние,Средний счёт:600–700 ₽,650.0,
bf5e3e29f878a0f2a29d3b0ce9a28b7e,низкие,,,
a49f02ca7dd29d57803b83008c0fe281,средние,Средний счёт:450–550 ₽,500.0,
9b5ded43fdc9e1575d5cff8ba6dc0fa2,ниже среднего,Средний счёт:1200–1300 ₽,1250.0,
12ad8482d6080dc19fd321e1b92ca33a,средние,Средний счёт:от 1100 ₽,1100.0,
17acf086614b4451989ff5f7d5390d13,средние,Средний счёт:1250–1350 ₽,1300.0,
ec8fec4eadfd8f8daceecb75bf1037a7,,Средний счёт:от 250 ₽,250.0,
774949da271b59e24a3d72103ab3971a,средние,Средний счёт:1500–1600 ₽,1550.0,
6fce444bfccc66c3328106ba70fbbc62,средние,Средний счёт:1250–1350 ₽,1300.0,
21ee5943bdd90e75fc0e6c797ccf37b9,выше среднего,Средний счёт:от 900 ₽,900.0,
f6726f8d1140d485d6d3fd1b784c65ea,выше среднего,Средний счёт:от 3800 ₽,3800.0,
6802365b3acdb8fdb89b7835b2938472,,Средний счёт:от 650 ₽,650.0,
e6e5f92052527680715326230c4ad267,низкие,Средний счёт:200–300 ₽,250.0,
83e640b87ff63c3288f82e6f4680ab1e,средние,Средний счёт:от 500 ₽,500.0,
7817760cfe0dd0d172c118ec221a1557,средние,Средний счёт:950–1050 ₽,1000.0,
84100e72a9a6b917adfc60e38c8ee65c,средние,Средний счёт:500–600 ₽,550.0,
8adee0d687a372db269de13ec8b8d32c,,Средний счёт:700–800 ₽,750.0,
c0069d5e2a4a0f532054f6e8f3093dd2,выше среднего,Средний счёт:от 1100 ₽,1100.0,
3679769d8ec81c9fe13c81be43905456,средние,,,
699e9972709307358ed921ae3fbe22e1,высокие,Средний счёт:2550–2650 ₽,2600.0,
1f9f15157710df418095ba2d73f2658f,низкие,Средний счёт:150–250 ₽,200.0,
a0e9ecdbf73976a504ecdac89adaf6d4,выше среднего,Средний счёт:1550–1650 ₽,1600.0,
70c6ce27863ad6b6028611a5fc17856d,ниже среднего,Средний счёт:300–400 ₽,350.0,
6bcad26f21935a36f393b57b646ac757,средние,Средний счёт:750–850 ₽,800.0,
fc27f1ed8b05f42414b648a9edbd8e86,ниже среднего,Цена чашки капучино:191–221 ₽,,206.0
b2cb431c88666f7978c65f689ee6732e,выше среднего,Средний счёт:от 2100 ₽,2100.0,
666cc8a59889f776ff728dee1f8eff41,средние,Средний счёт:1750–1850 ₽,1800.0,
b9d9a0a4d52fe2719d9420550b6ef5ed,средние,Средний счёт:от 550 ₽,550.0,
0e05c07a2ae89724f95f628e1702fe09,выше среднего,Средний счёт:от 900 ₽,900.0,
ab818856e694a57c3ff7ffce3ad65011,средние,Средний счёт:650–750 ₽,700.0,
ad7bf4370053ade33c7a5908341ac0ea,средние,Средний счёт:300–400 ₽,350.0,
346645c16c9252be78f84d3d26a66dae,средние,Средний счёт:350–450 ₽,400.0,
daf608172ca2fe220a7d0fa5320335a7,средние,Средний счёт:850–950 ₽,900.0,
2a14cba9cd91e3f434eb131e50cf7640,выше среднего,Средний счёт:от 700 ₽,700.0,
5e23b18d4b2937737e53332c74307ae6,средние,Средний счёт:2000–2100 ₽,2050.0,
fcbf91d6178d9808d86c4e96e7357a15,ниже среднего,,,
c4b72dd1e09caed3e100c6cffc9069f9,средние,Средний счёт:850–950 ₽,900.0,
51c375eccda7b1f9b7b95eb0d882d97d,,Средний счёт:450–550 ₽,500.0,
e5e5cb86a2fd770459160abd17d95841,выше среднего,Средний счёт:от 1300 ₽,1300.0,
ba7ab19275d5277405b95b6f0af8b773,,Средний счёт:от 1250 ₽,1250.0,
16f1982f9cf49f4df0f127d7b0b42606,средние,Средний счёт:450–550 ₽,500.0,
dfa7be2553daf87f1d556760d2825640,,Средний счёт:450–550 ₽,500.0,
fe444fd087754e05a360fea909e7d6d4,выше среднего,Средний счёт:1350–1450 ₽,1400.0,
232c90a7962dfbb315852f35601557c7,,Средний счёт:500–600 ₽,550.0,
5176966edd40409e38ca7a2c2fd1f978,средние,Средний счёт:1600–1700 ₽,1650.0,
a47b971d7443f00d42ed2721552d5d25,,Средний счёт:1850–1950 ₽,1900.0,
a9b8a88da1ece736ca3a9147f9aabf85,средние,Средний счёт:от 850 ₽,850.0,
718f243f7714d528150f04dff0e594ef,средние,Средний счёт:650–750 ₽,700.0,
6afb66765ac8fb566ed20d7ba75d4608,ниже среднего,Средний счёт:от 1800 ₽,1800.0,
55bb955853fbd5969d27d2f069d760c1,средние,Средний счёт:от 800 ₽,800.0,
e7e90e4c766db1c762e0819216f44d16,высокие,Средний счёт:от 1900 ₽,1900.0,
3cd292c09a80b4b4c598a8ac2c60b8cc,низкие,Средний счёт:500–600 ₽,550.0,
854dbf7153a65450bfd2ed6773c069e1,ниже среднего,Средний счёт:от 750 ₽,750.0,
9fdd799c45f0843312e7803519a4306e,высокие,Средний счёт:1150–1250 ₽,1200.0,
3de357afa3c538f2dfec641e4ea51725,средние,,,
92545cd7995380ad9659d4d5135be9fc,,Средний счёт:450–550 ₽,500.0,
7cd01e9b1ad52acf3c5e2e035fbc366f,средние,Средний счёт:от 900 ₽,900.0,
9be12b35b8cf783e69d00c9bb05a99cb,,Средний счёт:500–600 ₽,550.0,
7d20a0df43cf4997f927575c0620293c,средние,Средний счёт:600–700 ₽,650.0,
ad3c3ad97174a68a7df8887c956482ef,выше среднего,Цена чашки капучино:96–126 ₽,,111.0
6e6a1247afff30345f8e6b968c3fd106,выше среднего,Средний счёт:1700–1800 ₽,1750.0,
86a80a4ade2af43b411ad4dac8940672,выше среднего,Средний счёт:1200–1300 ₽,1250.0,
7111d0ffb8f1e03e8a2926c8614c6afe,высокие,Средний счёт:от 1300 ₽,1300.0,
f0c7a5e650741e2ecc66332dab63670f,средние,Цена чашки капучино:124–154 ₽,,139.0
1594a1de4aa9a216d12e414fa8fed9d1,,Средний счёт:от 500 ₽,500.0,
1ca709c3a7543d08f1c7b540a53d1fc9,высокие,Средний счёт:от 2800 ₽,2800.0,
82fe2bf85e59990be463ec99c950a75b,,Средний счёт:500–600 ₽,550.0,
05f881e142f1c0f03cbe82c5d83bf182,средние,Средний счёт:750–850 ₽,800.0,
3186c66ea46af2930d836d9caf15066e,средние,,,
967bb1caad3b92c6af4abf40f495f18b,высокие,Средний счёт:950–1050 ₽,1000.0,
23fb91666a2b6fa587c7758244494128,средние,Средний счёт:1100–1200 ₽,1150.0,
c6c16d1f60474583733810a407906c07,средние,,,
3ae478b2715c5c1979b958f9db8efbb0,средние,Средний счёт:900–1000 ₽,950.0,
63e5355662574d8b728f748c740c9dad,,Средний счёт:2000–2100 ₽,2050.0,
a0cb1c310b3c38c8a1ac27641626446f,средние,Средний счёт:от 450 ₽,450.0,
f9dd4548c0323c111cb209d75d03ccca,средние,Средний счёт:900–1000 ₽,950.0,
c937df0d31bcf96a7af020e6b73866a2,высокие,Средний счёт:1300–1400 ₽,1350.0,
eb00e83ac51ae2d1b4e0e54c39d4290e,выше среднего,Средний счёт:от 1050 ₽,1050.0,
02b8ad017cdf30ca99e284e4351c3c77,выше среднего,,,
735685e06f69d3e266f7a7ed9da85cbe,средние,Средний счёт:600–700 ₽,650.0,
5f09e226d3410fb018cea8c69173ca95,средние,Средний счёт:1700–1800 ₽,1750.0,
bb0ae2d764ea7bbed45d2b1c65bf56ea,средние,Средний счёт:от 1400 ₽,1400.0,
5d1b89469cd4b8048315dbe2b694614e,выше среднего,Средний счёт:от 900 ₽,900.0,
f54dd76ec10ea3dc8e52e98ae601e733,средние,Средний счёт:350–450 ₽,400.0,
371e8ff98b43c0aac21370d922e28bf9,выше среднего,Средний счёт:от 900 ₽,900.0,
fc5fbfa9a50ea5cb093eb20e717aab19,средние,Средний счёт:1250–1350 ₽,1300.0,
eb563cebee7fc8befd813372eeb70e5e,ниже среднего,Средний счёт:1450–1550 ₽,1500.0,
6a2621fe426eba1698e09b75e07aadb4,средние,Средний счёт:от 2600 ₽,2600.0,
25ef227622a932ba8bbed3c25da75d30,средние,Средний счёт:550–650 ₽,600.0,
3ff8290828f45bdc3e8c9728abee6d0c,,Средний счёт:от 800 ₽,800.0,
30d4d934b9c389066f1c16fa861d2e5a,,Средний счёт:450–550 ₽,500.0,
0ed38647e7fa641c02d9cdbbb989eaa7,средние,Средний счёт:от 1000 ₽,1000.0,
59816678dd33ae3bb6b301a92dfe9402,средние,Средний счёт:от 1450 ₽,1450.0,
10ea301890160685d0a1a64a8160d045,средние,Средний счёт:от 400 ₽,400.0,
6d4baa629d229b99c822f957854d328a,средние,Средний счёт:от 950 ₽,950.0,
e966067635d47c0b95a7b9275f025993,средние,Средний счёт:от 300 ₽,300.0,
1b9341e5414192ff434dc4c6499a938c,,,,
e3e22b686b4b488021ee2ccbec21c12c,выше среднего,Средний счёт:900–1000 ₽,950.0,
effb2e03f07cf454e5c9f22bc6b42821,выше среднего,Средний счёт:700–800 ₽,750.0,
09a23b1c921616f60ca788e63de603c1,,Средний счёт:800–900 ₽,850.0,
71c5218a323cd85810637fbef04bd458,средние,Средний счёт:850–950 ₽,900.0,
4fc8d1a9337033cce10652974fdcb80f,низкие,Средний счёт:от 400 ₽,400.0,
89ac8dfef807e15e91b42fa6e3a3e521,выше среднего,Средний счёт:от 950 ₽,950.0,
b2f263e47ec31957cca2f4710e10127b,,Средний счёт:600–700 ₽,650.0,
6e74e0226370b21c0d0b58824de7f439,ниже среднего,Средний счёт:400–500 ₽,450.0,
1bb32193522147f65f1b0450c033c2a3,средние,Цена чашки капучино:201–231 ₽,,216.0
9511df2d6c9e9361fe70406dd9d6f278,средние,Средний счёт:700–800 ₽,750.0,
6f6ea9cef5469110b1d4846e9d5cdd37,средние,Средний счёт:от 750 ₽,750.0,
bd741d5cb3fec3cd0c16cda8f7e0bdd3,ниже среднего,,,
236f5e88755d0b5417c45bcde2286fda,высокие,Средний счёт:от 800 ₽,800.0,
8beb52dd9b234cecb3d3554348ca14d7,низкие,Средний счёт:от 550 ₽,550.0,
32517e1823505019aa408a897f3d391d,средние,,,
73fb902b41086dcb6f4680bdcc3752d0,,Средний счёт:350–450 ₽,400.0,
fed86b64acd32f344df77c48528aef8e,средние,Средний счёт:от 750 ₽,750.0,
fbfb093d23f13d02b40746f551418ff6,выше среднего,Средний счёт:от 700 ₽,700.0,
2b2832653cdd9aeaa3c7694dd49ef336,,Цена чашки капучино:167–197 ₽,,182.0
b0c8e2537d9e11d73b97f4410efb8442,средние,Средний счёт:1250–1350 ₽,1300.0,
6e0e79f4d958e9d207d3b83c213c60f9,средние,Средний счёт:1000–1100 ₽,1050.0,
586336abc352c76f0e0a3a1991b1d9ec,средние,Средний счёт:400–500 ₽,450.0,
5f43527b1ae8844f2f6ab027f8d823a8,,Средний счёт:600–700 ₽,650.0,
0913ff9ee2e146dd78f05c0ef6bee05d,средние,Средний счёт:от 700 ₽,700.0,
534b0bd4b4f10d1d9765d88c596c880b,ниже среднего,Средний счёт:550–650 ₽,600.0,
cee867fa880206565a3e906f82369418,выше среднего,Средний счёт:650–750 ₽,700.0,
775cc257c89d08743921eefa19f88169,,Средний счёт:750–850 ₽,800.0,
1a42412f49f1d1cdf87535e47662cd07,ниже среднего,Средний счёт:850–950 ₽,900.0,
5d86dfdba713a15530e78fa7820d3f65,,Средний счёт:800–900 ₽,850.0,
7676c8a27729d83dba9ce3a80c0eb179,средние,Средний счёт:850–950 ₽,900.0,
62e06e3883b4f5008658be271abba1fc,средние,Средний счёт:700–800 ₽,750.0,
00a3155af44b25ec00e5a9d95ae9ae68,выше среднего,Средний счёт:от 1650 ₽,1650.0,
a2abe6eb7ff154dc706361c5c05dc7de,,Средний счёт:от 1800 ₽,1800.0,
16644724102eb4b799f12fe2d16e6f07,выше среднего,Средний счёт:2500–2600 ₽,2550.0,
1f42748fe99f7c0c098bfdc20378fc66,средние,Средний счёт:350–450 ₽,400.0,
0168186b619e8e83c1af7bd25666bf9c,средние,Средний счёт:650–750 ₽,700.0,
4f0503c92e8ee853c5a7fe1a4123d57a,высокие,Цена чашки капучино:159–189 ₽,,174.0
7b786e221b1d2ae5ffd2341a71bed6c5,средние,Средний счёт:400–500 ₽,450.0,
bd541979a3e230c10c8d9dad90acd4b8,выше среднего,Средний счёт:от 1700 ₽,1700.0,
cc8d2aa8f57dfb75c40995fcb3222d65,средние,Средний счёт:от 900 ₽,900.0,
c18eea217c99ad46e64d5cc167b2090b,средние,,,
a7fb1ea68d66ea32ada323457f0a6979,выше среднего,Средний счёт:750–850 ₽,800.0,
390c162f57a2cebeb4ca029c0745e758,средние,Средний счёт:от 1550 ₽,1550.0,
4ed0a3bc5458e4970ca12e2bb3c03b83,выше среднего,Средний счёт:от 600 ₽,600.0,
355fc46c2b085dc7448d6c1d635cea92,средние,Средний счёт:от 550 ₽,550.0,
081eb6894826428141a17ed390b1556f,низкие,Средний счёт:500–600 ₽,550.0,
90893abbc3aff5d84f9182cdedc8013c,средние,Средний счёт:650–750 ₽,700.0,
8cc88beef4dfb1c311acbfdb3a7208d7,средние,Средний счёт:1300–1400 ₽,1350.0,
613f49f778ef1dddefbb044b7541ec29,средние,Средний счёт:1550–1650 ₽,1600.0,
d21a143d7b97e816e2df902618528d96,выше среднего,Средний счёт:950–1050 ₽,1000.0,
33e8de9c77ac3ae90a117cf5e94d8bba,выше среднего,Средний счёт:от 3050 ₽,3050.0,
cad1433e0e62b21d3d8c293b47628abc,средние,Средний счёт:от 400 ₽,400.0,
d845b7e198c0cd2c0b9023e123f7c712,средние,Средний счёт:650–750 ₽,700.0,
0b1972cefc073b139fa2492e5204c484,ниже среднего,Средний счёт:1050–1150 ₽,1100.0,
dbfbcbca0082231627fb9bf123a520bc,средние,Средний счёт:550–650 ₽,600.0,
779f7950ee432369fb07d121e26b7dbb,низкие,Средний счёт:от 700 ₽,700.0,
edfb240b2baeccc64106e8f9f48b3f9f,выше среднего,Средний счёт:от 550 ₽,550.0,
d8bcfd025d111224364b3c91fde77494,выше среднего,Средний счёт:2800–2900 ₽,2850.0,
8139f17c17c0ae0424435ed762e02542,средние,Средний счёт:650–750 ₽,700.0,
86edafdc51e3367d898ed10bf883b460,ниже среднего,Средний счёт:300–400 ₽,350.0,
70338e2c7c2f08c572f314447a36ad60,низкие,Средний счёт:500–600 ₽,550.0,
c2edb0bc4469a934ebf626bff0a3f7e3,средние,Средний счёт:1050–1150 ₽,1100.0,
7ffa6acb9e7c10bcacf1d4023e8f512e,выше среднего,Средний счёт:от 950 ₽,950.0,
0de298d71361b5991a1c5eb5aba38540,выше среднего,Средний счёт:850–950 ₽,900.0,
2fa12ea77c87b9295c94ccd8fa3213c4,средние,Средний счёт:1600–1700 ₽,1650.0,
f2449f28338285e57fc46fa1f25fd527,средние,Средний счёт:от 950 ₽,950.0,
a5ecb2e043b646e33247e6134b82466d,высокие,Средний счёт:1250–1350 ₽,1300.0,
603949550c32a37c176ce25ebb6e3cbf,высокие,Средний счёт:1450–1550 ₽,1500.0,
bcb4c3b11a13d43d91212679ac9867a7,выше среднего,Средний счёт:1150–1250 ₽,1200.0,
64fa769079e97a8efa24fd363b5b96ba,,Средний счёт:600–700 ₽,650.0,
033c78c7979c4081a3595a7ccae4b838,,Средний счёт:400–500 ₽,450.0,
97aab2eece5c4124ad286d442a6c8471,ниже среднего,Средний счёт:от 550 ₽,550.0,
585bff64b15ee5c1ded8cacd116e5db4,средние,Средний счёт:600–700 ₽,650.0,
98f514c734c3f316c2d4e02244065f71,выше среднего,Средний счёт:400–500 ₽,450.0,
6e7f8b66953948f043e8bb7f4b4809d0,средние,Цена чашки капучино:177–207 ₽,,192.0
896624f07d246054e0a00264fc4f2847,средние,,,
9ef0d17085ababeab4052cd89b564e79,средние,Средний счёт:700–800 ₽,750.0,
62865f01b5c7b0fcff54244b49aaa030,выше среднего,Средний счёт:1100–1200 ₽,1150.0,
ba61a26137306978e4dbdd6f209690ad,средние,Средний счёт:1450–1550 ₽,1500.0,
63382dbe5603678c9274d9d672e4bf66,,Средний счёт:от 900 ₽,900.0,
5ee5f316ebe45449ff3a96d2402eadec,высокие,Средний счёт:2800–2900 ₽,2850.0,
7633bdc90caf444e50e239fad1bd05a4,средние,Средний счёт:от 400 ₽,400.0,
2dad7cd4bd642d2926c1e4675751e613,средние,Средний счёт:от 1250 ₽,1250.0,
114994b3c22fe80126cc94a98686eb1e,средние,Средний счёт:450–550 ₽,500.0,
f4f71a596d52c1242d67d371cc735c22,средние,Цена чашки капучино:233–263 ₽,,248.0
0f8ef2086beaefa320aba09d45b7e9a7,средние,Средний счёт:1500–1600 ₽,1550.0,
b5610a1f87ac596391573e39ce92c7c9,средние,Средний счёт:550–650 ₽,600.0,
507c06d4d1692e7c59ec0d632033179f,,Средний счёт:650–750 ₽,700.0,
1389895749a80f72afa24a3fc2ba6225,ниже среднего,Средний счёт:от 650 ₽,650.0,
1904242c8dd5f016002b945be4b18368,выше среднего,Средний счёт:1000–1100 ₽,1050.0,
ec84cc610686a5503d0514e2494b70b2,средние,Средний счёт:650–750 ₽,700.0,
a21c79017d012c4b2f2efdcf8e1984bc,выше среднего,Средний счёт:1700–1800 ₽,1750.0,
6199e4487f153da59081e727639f0dd5,ниже среднего,,,
a7efda9f6cfeeeb3a6198f3fbdbf7f6a,,Средний счёт:1200–1300 ₽,1250.0,
6f1215c79f8d8d3b779ab48d677c55da,средние,Цена чашки капучино:150–180 ₽,,165.0
7bbd5236e86b2be2c205cef97c1705d9,,Средний счёт:от 1050 ₽,1050.0,
42c724151c986fb2e2c67ec961ba35c5,средние,Средний счёт:2300–2400 ₽,2350.0,
8c345df624cdf8848abd70f1d4ba83e9,высокие,,,
b7647da2ae72ba48fb44c05c5740f12e,ниже среднего,Средний счёт:900–1000 ₽,950.0,
b5d5e1a2a8940c46f0c303b16fa5b39b,средние,Средний счёт:650–750 ₽,700.0,
ef377e5491247ec0abe2e1f5bd5f93e6,,Цена чашки капучино:108–138 ₽,,123.0
e950ec3cbbb707f430c5eb5331668075,средние,Средний счёт:700–800 ₽,750.0,
29b9125832ca674aea4c2445757f5abb,низкие,Средний счёт:600–700 ₽,650.0,
f2dd7f72c17daaaf0f133bfa9c5c341d,выше среднего,Средний счёт:750–850 ₽,800.0,
d8e25b52b308ab433937293e31800d38,выше среднего,Средний счёт:400–500 ₽,450.0,
e6677795df08f0ccd7e078c9608a3d48,ниже среднего,Средний счёт:от 350 ₽,350.0,
85e47d98a0af0dd2cb8adc66e7a8200c,средние,Средний счёт:1850–1950 ₽,1900.0,
b98efb42c3528fff8b03939c8b2d6681,средние,,,
ca4d171dc4ee5072e94ae30677418c5d,выше среднего,Средний счёт:550–650 ₽,600.0,
8406f3cd316c2594de125a8a1afa81c7,ниже среднего,Средний счёт:от 450 ₽,450.0,
8c53260f1d04b1c12dd60a030e07c0eb,средние,Цена чашки капучино:225–255 ₽,,240.0
b2cacd5d254d7e6ef9cffd51b20687ad,средние,Средний счёт:от 900 ₽,900.0,
2f5637a8498d7d8f3978faf4a6ac2c48,,Средний счёт:1050–1150 ₽,1100.0,
887bbbb9e877f49f7fb5bb03f907c1a5,средние,Средний счёт:1200–1300 ₽,1250.0,
d34a05a6226c23fae4006642bd3d3baf,,Средний счёт:от 650 ₽,650.0,
2c02ace73cc1a43df659babb0141b46a,средние,Средний счёт:1350–1450 ₽,1400.0,
85ea5fd2d0330197892824f4424f586e,,Цена чашки капучино:186–216 ₽,,201.0
dbd5e66dce1012272dd69ef09ba26ed1,средние,Средний счёт:550–650 ₽,600.0,
d118e57dfb98a2d47c71d6f2a4132fb3,выше среднего,Средний счёт:1800–1900 ₽,1850.0,
7823505cc2d8da8f4f6ed4430076e687,средние,Средний счёт:от 2000 ₽,2000.0,
1fc18e894abb14374928184d4a42daa6,,Средний счёт:500–600 ₽,550.0,
bbd4e5c9f78be648cf47f33df9e37e08,средние,Средний счёт:450–550 ₽,500.0,
8d9678bc8686ea5703419a7136420f6d,средние,Средний счёт:400–500 ₽,450.0,
99a3db9f327d189694d53cd3c95c5adb,ниже среднего,,,
3c165548e3920483e4d077e733155ae1,,Средний счёт:от 1750 ₽,1750.0,
69246cfa06f24e3050d696068f2eb03a,ниже среднего,Средний счёт:300–400 ₽,350.0,
c253b88cc335c73dcaa70e36e891ba1e,высокие,Средний счёт:от 950 ₽,950.0,
989f673536a4ffd7fdf1c837069aa6a5,низкие,Средний счёт:400–500 ₽,450.0,
a8afa0a6cf1e5b7709a64d7de576c54b,ниже среднего,Средний счёт:от 850 ₽,850.0,
4aedd3ebcb97c8d28e52e176236f9b2d,средние,,,
82cdda250213a75a0f541c068327317f,высокие,Средний счёт:от 1750 ₽,1750.0,
3fccba97588c991c7c3ca2d82c09d271,низкие,Средний счёт:700–800 ₽,750.0,
8c4e9e1319e8553a295e45123bdbe1b3,средние,,,
0f5200cdc7ae98a4f6623b81855037d5,,Средний счёт:от 350 ₽,350.0,
2ba41f8c0e5881d423a1c4cf7e59b9b8,средние,Средний счёт:от 850 ₽,850.0,
5ab8d282e5dd91402e05de4b7bdcd506,выше среднего,Цена чашки капучино:95–125 ₽,,110.0
816e4b816e4449f992c47ff3042048ad,средние,Средний счёт:от 500 ₽,500.0,
6c8a465760b46894686412f2b74949e9,низкие,Средний счёт:850–950 ₽,900.0,
f2701b152bb6ffa9d86b0664a0e20446,средние,Средний счёт:700–800 ₽,750.0,
0fe5bbe7611a99ac52c2086445664d5a,выше среднего,Средний счёт:от 500 ₽,500.0,
7d75e55581bc3be19121ce4e9f19b77c,средние,Средний счёт:800–900 ₽,850.0,
290bbce872c6f76f922052840974aa8d,средние,Средний счёт:1050–1150 ₽,1100.0,
b3c39c8b077736fba8194299685beaea,ниже среднего,Средний счёт:от 350 ₽,350.0,
26cf22022f68fa0538376b1aa192bfe1,,Средний счёт:750–850 ₽,800.0,
a2eb1a7c615498cfc85a2ba9ebd23a5f,средние,Средний счёт:350–450 ₽,400.0,
fd043a2c399ad0264f85d3f3b2129453,средние,Средний счёт:900–1000 ₽,950.0,
3fbc49f57b15c3894e961a6db0b52226,средние,Средний счёт:1000–1100 ₽,1050.0,
00bdf0ac7aa50dd227bdcd5130a3ffd2,выше среднего,Средний счёт:550–650 ₽,600.0,
a1f99838857ceaf817a5f771dac4ff2c,выше среднего,Средний счёт:1550–1650 ₽,1600.0,
7bb970b8bdd22aae0c0a0d8b639ae2c5,,Цена чашки капучино:130–160 ₽,,145.0
5d01c7b698d8bcf354a9da4fd2371849,ниже среднего,Средний счёт:400–500 ₽,450.0,
b7d514ecdca751fc617e089038d998d4,ниже среднего,Средний счёт:от 1800 ₽,1800.0,
e97ed1eb5c1032b1845a04752ad12d01,,Средний счёт:1300–1400 ₽,1350.0,
9b6cd4e6132a7487a14b84f21fce913e,,Цена чашки капучино:193–223 ₽,,208.0
