id,name,category,address,district,hours,rating,chain,seats
18236531cb6a53865a614fccb8113ead,Домашний Слон,столовая,"Москва, Пятницкая улица, 83, корп. 3",Северный административный округ,"ежедневно, 09:00–22:00",3.0,0,
c9bdc80620881d81a1f30a1822b5f636,Синий Хутор,кафе,"Москва, проспект Мира, 119, корп. 2",Юго-Западный административный округ,пн-вс 12:00–00:00,3.9,0,
1d62502fcfea56d757d4f665327c33fc,Красный Причал,столовая,"Москва, Варшавское шоссе, 32",Восточный административный округ,"ежедневно, круглосуточно",4.4,0,85.0
80415484c9af78e4ae40574d4a6322d4,Зерно Печка,ресторан,"Москва, Верхняя Радищевская улица, 79, корп. 4",Южный административный округ,"ежедневно, 11:00–23:00",4.6,1,66.0
f6726f8d1140d485d6d3fd1b784c65ea,Вечерний Чайник,ресторан,"Москва, Кутузовский проспект, 31, корп. 2",Центральный административный округ,пн-вс 12:00–00:00,4.5,0,38.0
68207ff8ab739a78c0ba8ae715a6f9fa,Красный Кот,"бар, паб","Москва, Тверская улица, 74, корп. 4",Юго-Восточный административный округ,"ежедневно, 10:00–22:00",4.7,0,87.0
7823505cc2d8da8f4f6ed4430076e687,Вкус Печка,ресторан,"Москва, Каширское шоссе, 107, корп. 2",Северный административный округ,"ежедневно, 10:00–22:00",4.0,1,56.0
e5c53cbae721dae2a0376e5774fcd22d,Пекарня Пекарня,ресторан,"Москва, улица Дыбенко, 57, корп. 3",Юго-Западный административный округ,"ежедневно, 09:00–22:00",4.3,1,
84f90a6412f137c18e01626e050e6b02,Первый Дворик,ресторан,"Москва, проспект Мира, 105, корп. 1",Северный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",3.7,0,
974d94ef46d60f3ba8abd47d32b9841b,Двор Зерно,ресторан,"Москва, Кутузовский проспект, 88, корп. 2",Центральный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.1,1,63.0
77e568f686e21cc87f3f010bbbb89d1d,Додо Пицца,пиццерия,"Москва, Мясницкая улица, 31, корп. 2",Восточный административный округ,"ежедневно, круглосуточно",4.3,1,
4f61e07de4e7ebd35499ee16cc14b58f,Тихий Гранат,столовая,"Москва, Варшавское шоссе, 103",Центральный административный округ,"ежедневно, 11:00–23:00",4.0,0,75.0
8c0fcbfc2f31ab58c1ceae16616e19d4,Чайхана,кафе,"Москва, Ленинский проспект, 71, корп. 3",Южный административный округ,пн-вс 12:00–00:00,3.6,1,98.0
c4c2c6a7fce81e48ae5145a9dbd1a7dd,Домашний Слон,"бар, паб","Москва, Каширское шоссе, 12, корп. 1",Центральный административный округ,"ежедневно, 11:00–23:00",4.0,0,
355d865f39586bde2bb0b3aa9cc7ce33,CofeFest,кофейня,"Москва, Ботаническая улица, 101, корп. 1",Северный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",3.9,1,48.0
ecd366f38693a6476b4822a0ac1c6c91,Золотой Слон,ресторан,"Москва, Ботаническая улица, 61",Центральный административный округ,,4.5,0,
7a1881dac5eb988dff11e4687d0a3053,Золотой Компот,"бар, паб","Москва, Пятницкая улица, 22, корп. 3",Юго-Восточный административный округ,"ежедневно, 10:00–22:00",3.8,0,38.0
a08cf21c8215d678533894de7b8a1af5,Суши Место,кафе,"Москва, Варшавское шоссе, 107, корп. 3",Северный административный округ,"ежедневно, 09:00–22:00",4.6,1,66.0
fdb2dfe1767f7d2cfcb3dc908339be4a,Красный Базар,кофейня,"Москва, Малая Бронная улица, 55, корп. 1",Северо-Восточный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.5,0,88.0
186d16da833fc3b0f6500b9f2f0fe0c7,Старый Гранат,быстрое питание,"Москва, Малая Бронная улица, 106, корп. 1",Центральный административный округ,"ежедневно, 11:00–23:00",3.9,0,
a06a1c036cb1fd7a34d3468db29ec511,Белый Хутор,кафе,"Москва, улица Маршала Федоренко, 81",Южный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.6,0,32.0
ab1540085d7d67423de267dec466c2b7,Суши Бургер,кафе,"Москва, Клязьминская улица, 54, корп. 2",Западный административный округ,"ежедневно, 10:00–22:00",4.2,1,
2c475a066b6954b5c10f2f0950e32e1e,Первый Кот,быстрое питание,"Москва, Кутузовский проспект, 8, корп. 1",Восточный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",3.6,0,53.0
a47ead1494c8bc1506383972968494bb,Красный Бульвар,пиццерия,"Москва, Профсоюзная улица, 86, корп. 1",Центральный административный округ,"ежедневно, 10:00–22:00",3.7,0,18.0
5e7ff8978b5d66e4c577da5083d9d2fd,Печка Зерно,быстрое питание,"Москва, улица Арбат, 62, корп. 1",Центральный административный округ,"ежедневно, 09:00–22:00",3.9,1,
49474948c92afcb89eab78320ef849c2,Первый Компот,столовая,"Москва, Мясницкая улица, 99, корп. 2",Юго-Западный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.7,0,
004dc85e0e0f615fc227f1d636781140,Кофе Двор,ресторан,"Москва, проспект Мира, 85, корп. 3",Юго-Западный административный округ,"ежедневно, 10:00–22:00",4.2,1,
e4749538c03eabfe13452f544f392a0e,Гриль Гриль,кофейня,"Москва, Кутузовский проспект, 38, корп. 1",Юго-Восточный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.3,1,38.0
c6acfcef6eea36d2e83156f265354c78,Синий Дворик,столовая,"Москва, улица Арбат, 54, корп. 2",Северный административный округ,"ежедневно, 10:00–22:00",3.0,0,36.0
4f9998976d165c1506ddf1f8b9f5c242,Уютный Кот,кафе,"Москва, Ленинский проспект, 95, корп. 3",Центральный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.5,0,
3541b1d2978eb79d1c97de2d4f51b7c0,Кофе Лапша,кафе,"Москва, Кутузовский проспект, 73, корп. 4",Юго-Западный административный округ,"ежедневно, 10:00–22:00",4.4,1,
4600bcbdca3f529fd092d06a33514dc8,Тихий Чайник,"бар, паб","Москва, Профсоюзная улица, 14, корп. 3",Центральный административный округ,"ежедневно, 10:00–22:00",4.2,0,156.0
8d9678bc8686ea5703419a7136420f6d,Уютный Чайник,булочная,"Москва, улица Маршала Федоренко, 46, корп. 3",Северо-Западный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.4,0,
b8c39adf5e6025f053a59d0367e58ad0,Двор Суши,быстрое питание,"Москва, Правобережная улица, 3, корп. 3",Северо-Восточный административный округ,"ежедневно, 09:00–22:00",4.1,1,
c98fb146457463d4d330b731930cf4b1,Золотой Слон,"бар, паб","Москва, Никольская улица, 83, корп. 2",Юго-Восточный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.0,0,76.0
c756ef0e2905d153aba13ef5085e37c9,Яндекс Лавка,ресторан,"Москва, улица Плющиха, 103",Южный административный округ,"ежедневно, 10:00–22:00",4.0,1,
ed336aacc5a6859358272890d7fe54ec,Грабли,столовая,"Москва, Пятницкая улица, 108, корп. 3",Южный административный округ,"ежедневно, 09:00–22:00",4.1,1,
ebeb1529692d43a63e89cdbde75ed12f,Северный Базар,кафе,"Москва, Варшавское шоссе, 10, корп. 4",Северо-Восточный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.1,0,
adf0030f412ff3c85b93468b78975d22,Вечерний Причал,ресторан,"Москва, Малая Бронная улица, 1, корп. 4",Юго-Западный административный округ,"ежедневно, 09:00–22:00",4.7,0,65.0
a2c12fab1945dc418008c81783b24ab6,Золотой Сад,кафе,"Москва, Малая Бронная улица, 19, корп. 3",Западный административный округ,пн-вс 12:00–00:00,3.6,0,54.0
a211a02773114d53849252ac590ceaf3,Старый Дворик,быстрое питание,"Москва, Пятницкая улица, 115, корп. 4",Северо-Западный административный округ,"ежедневно, круглосуточно",4.3,0,
73329d8f48c2dde129dbf41c3aa175d3,Золотой Хутор,кафе,"Москва, Мясницкая улица, 38",Восточный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.4,0,
183ca8cb67ade690fee0215ab9b83ed1,Красный Сад,"бар, паб","Москва, Ботаническая улица, 30, корп. 1",Западный административный округ,"ежедневно, 10:00–22:00",4.1,0,
03962ad1b6aef5b21ff287ae6b6c0042,Пекарня Печка,быстрое питание,"Москва, Тверская улица, 74, корп. 1",Северный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.5,1,
d108d4ad7bc96ed1c5d5b4483fa7e70f,Cofix,кофейня,"Москва, улица Арбат, 13, корп. 4",Западный административный округ,"ежедневно, 11:00–23:00",3.7,1,
affffdbcc9f087528c930cb106767399,Вечерний Чайник,кафе,"Москва, улица Плющиха, 70, корп. 2",Центральный административный округ,"ежедневно, 11:00–23:00",4.3,0,
51542d5554b73d538cc76a46d9ef95c7,Белый Слон,кафе,"Москва, улица Дыбенко, 30, корп. 1",Северо-Восточный административный округ,"ежедневно, 09:00–22:00",4.5,0,
decbcbcc6121d6eb6506793f7126fa77,Большой Сад,кафе,"Москва, Пятницкая улица, 102",Юго-Западный административный округ,"ежедневно, 09:00–22:00",4.7,0,36.0
61c2b6ad31175fca86edf7e6df4cbe4c,Старый Компот,кафе,"Москва, Малая Бронная улица, 68, корп. 2",Северо-Западный административный округ,"ежедневно, 10:00–22:00",4.0,0,
f4c07949d039029494ffe43d01e7ae9b,Домашний Компот,булочная,"Москва, улица Плющиха, 63, корп. 3",Юго-Западный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",5.0,0,114.0
6e7f8b66953948f043e8bb7f4b4809d0,Печка Печка,кофейня,"Москва, Тверская улица, 66, корп. 1",Центральный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.1,1,139.0
f014b958faa19fd270e5287b92d238c8,Теремок,ресторан,"Москва, Ботаническая улица, 42, корп. 1",Восточный административный округ,"ежедневно, 11:00–23:00",4.0,1,
c323d30cec8b328dfa9c84a915d9c36d,Хаус Хаус,кафе,"Москва, Тверская улица, 70, корп. 1",Юго-Восточный административный округ,"ежедневно, 10:00–22:00",3.9,1,198.0
66471bb6688bbb7ecc07dc7f21e06192,Старый Чайник,ресторан,"Москва, Клязьминская улица, 69, корп. 2",Восточный административный округ,"ежедневно, 24 часа",3.7,0,67.0
a5ecb2e043b646e33247e6134b82466d,Вечерний Погребок,пиццерия,"Москва, Никольская улица, 83, корп. 4",Центральный административный округ,"ежедневно, 10:00–22:00",4.4,0,62.0
f1676cfd0053c1d94c212197950739b4,Хаус Двор,кафе,"Москва, Мясницкая улица, 32, корп. 1",Центральный административный округ,"ежедневно, 10:00–22:00",4.1,1,
d60891a158906f962179dfac77288fee,Белый Базар,"бар, паб","Москва, Кутузовский проспект, 67, корп. 1",Центральный административный округ,"ежедневно, 09:00–22:00",4.8,0,69.0
3e9c8daf4d4692edc14414f7a6459164,КОФЕПОРТ,кофейня,"Москва, улица Арбат, 65",Северный административный округ,"ежедневно, 10:00–22:00",4.1,1,34.0
379bacf40518025e18b74d4f74cb1995,Золотой Причал,ресторан,"Москва, проспект Мира, 19, корп. 1",Центральный административный округ,"ежедневно, 10:00–22:00",4.0,0,45.0
04b2d8201bdd084deef02068f860451e,Первый Причал,кафе,"Москва, улица Арбат, 30",Центральный административный округ,"ежедневно, 09:00–22:00",4.8,0,115.0
b8e568a8c2eebb422995a13363395365,Красный Чайник,столовая,"Москва, улица Плющиха, 50, корп. 2",Южный административный округ,"ежедневно, 10:00–22:00",4.8,0,
3639889fd44588b27876294e6e8f2621,Домашний Чайник,кафе,"Москва, Тверская улица, 15",Северный административный округ,,4.7,0,
49e867b571c2652ec309feab6259f5e9,Суши Кофе,ресторан,"Москва, улица Дыбенко, 95, корп. 3",Центральный административный округ,"ежедневно, 09:00–22:00",4.0,1,
625ea6160c8a03572ebd68b420cdbbef,Уютный Базар,кофейня,"Москва, Пятницкая улица, 33, корп. 2",Западный административный округ,"ежедневно, 10:00–22:00",4.8,0,77.0
b666c7b9c41efa3bfde6faa933ebbd86,Старый Дворик,быстрое питание,"Москва, Профсоюзная улица, 74",Центральный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.9,0,
eac1376002754d83f70f05ef5090a785,Яндекс Лавка,ресторан,"Москва, улица Маршала Федоренко, 95",Западный административный округ,"ежедневно, круглосуточно",3.5,1,112.0
f878619f2f50be5e8bdb314a1a187e6f,Вечерний Слон,кафе,"Москва, Пятницкая улица, 31",Центральный административный округ,"ежедневно, 09:00–22:00",4.0,0,
28e494a62b9defe2582d1c9b28b6709b,Кофе Двор,кафе,"Москва, Профсоюзная улица, 102, корп. 2",Юго-Западный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.5,1,
cda6622c904a62695247a759f381f58d,Вкус Место,кофейня,"Москва, улица Арбат, 61, корп. 3",Северо-Западный административный округ,"ежедневно, 11:00–23:00",4.0,1,
e9a9e026cf829eaaf9d679593636afea,Тихий Кот,"бар, паб","Москва, проспект Мира, 45, корп. 3",Юго-Восточный административный округ,"ежедневно, 10:00–22:00",4.8,0,39.0
b8a7948927d58c24b8f3f69c64a89331,Старый Слон,ресторан,"Москва, Малая Бронная улица, 36, корп. 2",Центральный административный округ,"ежедневно, 10:00–22:00",4.5,0,
f8635610d7b327cc2d606b196c3399e0,Старый Дворик,кофейня,"Москва, Малая Бронная улица, 52, корп. 2",Северный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",3.8,0,199.0
4d8c61f6115c55aae24869eccb2d0592,Первый Погребок,пиццерия,"Москва, Кутузовский проспект, 18",Юго-Восточный административный округ,"ежедневно, 11:00–23:00",4.5,0,72.0
e849ef7f94a69b0214f0ee380464c595,Вкус Печка,булочная,"Москва, Каширское шоссе, 103, корп. 4",Юго-Западный административный округ,"ежедневно, 10:00–22:00",4.3,1,47.0
7f3ec6a47c2d67cf3093c0c65549e82e,Шоколадница,кофейня,"Москва, улица Арбат, 114",Западный административный округ,"ежедневно, 10:00–22:00",4.0,1,59.0
dcd4a450b2bd7ab2fd0e94213d888574,Уютный Погребок,кофейня,"Москва, улица Дыбенко, 89, корп. 2",Центральный административный округ,пн-вс 12:00–00:00,4.1,0,64.0
e84bb8978203bfa450a1e98521807306,Вечерний Квартал,ресторан,"Москва, Верхняя Радищевская улица, 27, корп. 2",Западный административный округ,"ежедневно, 10:00–22:00",3.7,0,
de3f3442cb104a9619f3e76b827511ee,Бургер Бочка,ресторан,"Москва, Пятницкая улица, 74",Центральный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",3.8,1,41.0
8dc5bcc720b70576f9ed479a61cef70c,Тихий Базар,кафе,"Москва, улица Арбат, 89, корп. 2",Центральный административный округ,"ежедневно, 10:00–22:00",4.1,0,71.0
c82cd8a1655b94314b1c21abeaa6def9,Хинкальная,кафе,"Москва, Кутузовский проспект, 45",Юго-Восточный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.1,1,
c576c10d6ed8c82f0c90f7545436e457,Красный Квартал,быстрое питание,"Москва, Кутузовский проспект, 55, корп. 3",Юго-Восточный административный округ,"ежедневно, 11:00–23:00",4.0,0,79.0
a82c84584b5973e486fc3b7f1269d606,Вечерний Чайник,быстрое питание,"Москва, Малая Бронная улица, 66, корп. 4",Центральный административный округ,пн-вс 12:00–00:00,4.4,0,
01c491fd4da69c6195a49af70a32fe80,Гриль Гриль,булочная,"Москва, Варшавское шоссе, 94, корп. 4",Юго-Восточный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.4,1,
e73b82d16bdb7553aa4cf16935f26b40,Уютный Бульвар,кофейня,"Москва, Правобережная улица, 22, корп. 3",Восточный административный округ,"ежедневно, 10:00–22:00",5.0,0,35.0
47bb321a1d8d248b7fba08d970592ca7,Северный Базар,кафе,"Москва, Малая Бронная улица, 84, корп. 2",Северный административный округ,"ежедневно, 11:00–23:00",3.9,0,
9499518fb786d3fa15714326784f6277,Синий Хутор,кафе,"Москва, улица Маршала Федоренко, 64, корп. 4",Юго-Восточный административный округ,"ежедневно, 11:00–23:00",4.9,0,40.0
9db4f10c8218783a6eacfbee9dc72469,Золотой Причал,кафе,"Москва, Ленинский проспект, 33, корп. 3",Северо-Западный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.1,0,
1585c2434460397ea7ce19f22b91d030,Уютный Гранат,быстрое питание,"Москва, Клязьминская улица, 14, корп. 1",Юго-Западный административный округ,"ежедневно, 10:00–22:00",4.2,0,53.0
eefd047fd6f98101374ee8f738cf05cb,Золотой Слон,пиццерия,"Москва, Каширское шоссе, 64, корп. 3",Центральный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.7,0,128.0
dceef43faf7ac257a2aa555a78dde515,Бочка Место,ресторан,"Москва, Верхняя Радищевская улица, 7, корп. 1",Южный административный округ,"ежедневно, 10:00–22:00",4.3,1,
964e7cc7bb66d58c8c81a9af7acef24f,Синий Гранат,кафе,"Москва, Клязьминская улица, 16, корп. 2",Южный административный округ,"ежедневно, 10:00–22:00",4.6,0,112.0
545bf8ff5143cc8e1109bcdebe8a66fb,Белый Базар,"бар, паб","Москва, Каширское шоссе, 74, корп. 3",Центральный административный округ,"ежедневно, 10:00–22:00",4.1,0,
da52d30ec343d6d64876d6c40adc7a32,Домашний Компот,"бар, паб","Москва, Правобережная улица, 6, корп. 4",Центральный административный округ,,4.6,0,105.0
7844bebfbc9bb11e8ae75d372fa27d7e,Вечерний Бульвар,кафе,"Москва, проспект Мира, 42",Центральный административный округ,пн-вс 12:00–00:00,4.0,0,
0a95db6a4d29ae6c41aba61c575dae99,Белый Квартал,ресторан,"Москва, Мясницкая улица, 65, корп. 2",Южный административный округ,"ежедневно, круглосуточно",4.3,0,156.0
67aed649ca3a8516a8fdc4925e0d6862,Тесто Бочка,быстрое питание,"Москва, Каширское шоссе, 59, корп. 4",Центральный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.3,1,
febb89151bd9a1c8b798a304506a147d,Тесто Лапша,ресторан,"Москва, улица Дыбенко, 7",Западный административный округ,"ежедневно, круглосуточно",4.6,1,
ed37e49994d61d964854fa602824811b,Зерно Место,кафе,"Москва, Кутузовский проспект, 82, корп. 1",Северный административный округ,"ежедневно, 09:00–22:00",3.9,1,26.0
6c8db2f1f03759adaa6239a884ed021f,Лапша Бочка,кафе,"Москва, Тверская улица, 25",Центральный административный округ,"ежедневно, 09:00–22:00",4.3,1,127.0
c483c3033dc152c22f991ee884012b30,Золотой Базар,пиццерия,"Москва, Правобережная улица, 67, корп. 3",Центральный административный округ,"ежедневно, 09:00–22:00",4.4,0,80.0
3c5d43c54133610139ab6e25243ea0cf,Синий Чайник,пиццерия,"Москва, Пятницкая улица, 23, корп. 1",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.1,0,75.0
aca2e8df630750874e1c2f9e9da3b290,Первый Дворик,кафе,"Москва, Мясницкая улица, 101, корп. 1",Центральный административный округ,"ежедневно, 10:00–22:00",3.9,0,24.0
9bd5febf1bee9dc5cfe7bb4adaa310ed,Золотой Погребок,ресторан,"Москва, Варшавское шоссе, 117, корп. 2",Центральный административный округ,"ежедневно, 09:00–22:00",5.0,0,96.0
4c56f633e9bc3de693240eb71776e1c4,Большой Чайник,пиццерия,"Москва, Малая Бронная улица, 61, корп. 4",Северо-Восточный административный округ,"ежедневно, 10:00–22:00",4.4,0,
0b54e4feb746a34ac31c97ddb6c57fc0,Белый Причал,ресторан,"Москва, Правобережная улица, 110",Северо-Западный административный округ,"ежедневно, 10:00–22:00",4.0,0,
ffa5830abb71b321511823e260b82627,Уютный Гранат,ресторан,"Москва, Пятницкая улица, 21, корп. 2",Центральный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.8,0,271.0
c23ddb0c1c5e3e5cd9fed1a120b9fb41,Лапша Место,кофейня,"Москва, Ботаническая улица, 20, корп. 1",Южный административный округ,"ежедневно, 10:00–22:00",4.2,1,76.0
0ba627488268feb2e6561e472ff8b75e,Тихий Компот,кафе,"Москва, улица Плющиха, 83, корп. 1",Центральный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.1,0,
d176817a4e4078736f5e975ef57fd6f8,Двор Печка,ресторан,"Москва, Верхняя Радищевская улица, 106, корп. 2",Западный административный округ,"ежедневно, 11:00–23:00",4.4,1,36.0
9cb4449bc2b6a6319eaa3a2e1685c903,Кофе Двор,"бар, паб","Москва, улица Маршала Федоренко, 61, корп. 3",Центральный административный округ,"ежедневно, 09:00–22:00",4.2,1,89.0
fe453ebb9a7e3c298266180154936575,Первый Сад,"бар, паб","Москва, Клязьминская улица, 3, корп. 4",Центральный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.8,0,
43b48a8d52f44c5f28d4c8a0c9238f25,Вкус Печка,ресторан,"Москва, улица Дыбенко, 35, корп. 1",Восточный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.0,1,
49a53c8e353a0b5c717c6263b50f0a63,Гриль Двор,ресторан,"Москва, Каширское шоссе, 22",Центральный административный округ,"ежедневно, 09:00–22:00",3.9,1,
f0f58731abf3cb45fd658f4a9fe8eaca,Место Двор,ресторан,"Москва, улица Арбат, 114, корп. 4",Северо-Восточный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",3.8,1,78.0
b1091f67d8580764f24737d0964c0005,Синий Сад,ресторан,"Москва, Ботаническая улица, 115, корп. 3",Центральный административный округ,"ежедневно, 10:00–22:00",4.9,0,136.0
d834e5ac27d0ef00943db30379bccaae,Старый Кот,кафе,"Москва, Никольская улица, 66, корп. 2",Южный административный округ,"ежедневно, 10:00–22:00",3.4,0,77.0
a2c65c48bdf0132f144d6bee1f25ca3f,Лапша Бургер,ресторан,"Москва, Никольская улица, 97, корп. 2",Центральный административный округ,,4.2,1,
600da55c2ec6dcd027e3661ed1721fff,Пельмень Пельмень,кафе,"Москва, улица Маршала Федоренко, 95, корп. 2",Центральный административный округ,"ежедневно, 10:00–22:00",4.3,1,
0b224b7beb1c8ebcc249d260254e8c4f,Додо Пицца,пиццерия,"Москва, Кутузовский проспект, 16",Южный административный округ,"ежедневно, 10:00–22:00",4.2,1,
33fe8bd00d560085f839d062be1142b8,Лапша Гриль,кофейня,"Москва, Верхняя Радищевская улица, 58, корп. 1",Южный административный округ,пн-вс 12:00–00:00,4.2,1,
de0cfcbe287ef0e7f16d736bdafe66d9,Белый Бульвар,ресторан,"Москва, Ленинский проспект, 80",Юго-Восточный административный округ,"ежедневно, 11:00–23:00",4.5,0,
556ca889cd896ab5aeb3d4ad83c53acc,Бургер Место,ресторан,"Москва, улица Арбат, 110, корп. 2",Южный административный округ,,4.2,1,82.0
01c3dc3338e580f8103fd1b75fb17fa6,Белый Погребок,кафе,"Москва, Варшавское шоссе, 4",Центральный административный округ,"ежедневно, 09:00–22:00",4.7,0,48.0
8747bfbe9dd71f78b1809bb95095d9aa,Первый Дворик,ресторан,"Москва, Ботаническая улица, 46",Восточный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.5,0,115.0
47478dbc61d62d71fc6fe77e64de0288,Первый Компот,кафе,"Москва, Профсоюзная улица, 30, корп. 3",Северный административный округ,"пн-пт 08:00–20:00; сб,вс 10:00–20:00",4.9,0,99.0
aa42db2e93436ce2c642197e040b6af3,Гриль Суши,кофейня,"Москва, Малая Бронная улица, 83, корп. 4",Центральный административный округ,"ежедневно, 11:00–23:00",4.1,1,180.0
6a8ee209adf6535dc421b564a074ac65,Вечерний Погребок,кафе,"Москва, улица Арбат, 47, корп. 1",Южный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.1,0,71.0
eb5b722bc500e3c1a6e39c93527b84b1,Красный Чайник,быстрое питание,"Москва, Каширское шоссе, 71, корп. 1",Северный административный округ,"ежедневно, 09:00–22:00",4.1,0,22.0
2ade211384251b2bc54a2ba926331954,Красный Сад,кафе,"Москва, улица Маршала Федоренко, 36, корп. 1",Юго-Восточный административный округ,пн-вс 12:00–00:00,4.0,0,
b72522afa7a8a943fa5bd56f3db91946,Буханка,булочная,"Москва, Тверская улица, 76",Северо-Западный административный округ,"ежедневно, 24 часа",4.3,1,
d6ce46f3768295b9d9330736e4a30387,Гриль Двор,кофейня,"Москва, Малая Бронная улица, 107, корп. 3",Центральный административный округ,"ежедневно, круглосуточно",4.1,1,74.0
f9c0bebc7bc12fc14b895723b7a48ee4,Вечерний Погребок,кофейня,"Москва, Варшавское шоссе, 61",Центральный административный округ,пн-вс 12:00–00:00,4.1,0,
87c3761018a7af92e3cd105579559231,Первый Причал,кафе,"Москва, улица Дыбенко, 92, корп. 2",Северо-Восточный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",4.4,0,
2948c2e6a83d9eae552a69c536b93e3b,Зерно Место,пиццерия,"Москва, Варшавское шоссе, 27, корп. 1",Юго-Западный административный округ,"ежедневно, 09:00–22:00",4.2,1,
6833bec6f029f34d672fa897f99c07f3,Белый Хутор,кафе,"Москва, Тверская улица, 43, корп. 1",Центральный административный округ,"ежедневно, 09:00–22:00",4.7,0,
fb25c552de49c3ceb044466565b3d3e1,Домашний Подвал,кофейня,"Москва, Тверская улица, 45, корп. 2",Северный административный округ,пн-вс 12:00–00:00,3.9,0,
5dd5e6cb83a9bc3e3674be20b0b6f4df,Синий Погребок,"бар, паб","Москва, Мясницкая улица, 112, корп. 1",Южный административный округ,"пн-чт 11:00–02:00; пт,сб 11:00–05:00; вс 11:00–02:00",5.0,0,
a21f719bb3857f9b4bea20a66d5a8eb3,Первый Погребок,"бар, паб","Москва, проспект Мира, 2, корп. 2",Южный административный округ,"ежедневно, круглосуточно",4.9,0,99.0
dbfbcbca0082231627fb9bf123a520bc,Крошка Картошка,быстрое питание,"Москва, Ленинский проспект, 26, корп. 2",Центральный административный округ,"ежедневно, круглосуточно",3.7,1,49.0
81a8a18919d33e5522b2aed8d7a85163,Северный Квартал,ресторан,"Москва, Ботаническая улица, 116, корп. 4",Северный административный округ,"ежедневно, 11:00–23:00",4.4,0,82.0
d64ad75f164ff04a87501d57b94ea23e,Синий Слон,кафе,"Москва, Профсоюзная улица, 14, корп. 4",Юго-Западный административный округ,"ежедневно, 11:00–23:00",4.1,0,
777fc0304c2c336bb28f60a3361f7b62,Пельмень Тесто,пиццерия,"Москва, Правобережная улица, 81, корп. 4",Юго-Западный административный округ,"ежедневно, 09:00–22:00",3.8,1,
fbf37ef022b8be0c37456eea099105e6,Белый Базар,булочная,"Москва, улица Дыбенко, 1, корп. 1",Западный административный округ,пн-вс 12:00–00:00,4.0,0,
fcd7b6ca538413f62fa3cfc76144d15e,Зерно Пельмень,булочная,"Москва, Пятницкая улица, 39, корп. 4",Центральный административный округ,"ежедневно, 10:00–22:00",3.5,1,
d3edb055f521d0e4737257e1c6abeedd,Старый Кот,кафе,"Москва, Тверская улица, 114, корп. 2",Центральный административный округ,"ежедневно, 10:00–22:00",3.8,0,
f8b65d4747c35fdcb23d7ca8810aafaf,Вкус Пельмень,быстрое питание,"Москва, Ботаническая улица, 114",Северо-Восточный административный округ,"ежедневно, круглосуточно",4.3,1,
2e0316bca03be97c8059cd1e21be58ca,Старый Чайник,кафе,"Москва, Кутузовский проспект, 37, корп. 1",Южный административный округ,"ежедневно, 09:00–22:00",4.3,0,168.0
